customer_id,age,income,gender
55630,35-44,10980.0,Male
55631,35-44,3720.0,Female
55632,45-54,9000.0,Joint
55633,55-64,42480.0,Male
55635,45-54,10140.0,Male
55636,35-44,3600.0,Male
55637,45-54,6600.0,Joint
55638,25-34,9000.0,Joint
55639,35-44,5760.0,Female
55640,35-44,6900.0,Joint
55641,35-44,8460.0,Sex Not Available
55642,35-44,10080.0,Sex Not Available
55643,25-34,3240.0,Male
55644,25-34,10560.0,Joint
55645,65-74,9120.0,Joint
55646,35-44,9120.0,Sex Not Available
55647,25-34,12960.0,Joint
55648,55-64,3600.0,Sex Not Available
55649,65-74,3900.0,Sex Not Available
55650,45-54,3120.0,Female
55651,35-44,5100.0,Sex Not Available
55652,55-64,5460.0,Male
55653,35-44,10320.0,Joint
55654,65-74,4320.0,Sex Not Available
55655,65-74,5580.0,Sex Not Available
55656,65-74,7920.0,Joint
55657,65-74,4920.0,Joint
55658,55-64,4560.0,Male
55659,35-44,10080.0,Sex Not Available
55660,35-44,8700.0,Joint
55661,45-54,3060.0,Sex Not Available
55662,35-44,5640.0,Female
55663,35-44,7740.0,Male
55664,25-34,4140.0,Joint
55665,55-64,7800.0,Sex Not Available
55666,65-74,4740.0,Male
55667,55-64,3480.0,Sex Not Available
55668,45-54,3600.0,Sex Not Available
55669,45-54,4560.0,Female
55671,55-64,7500.0,Female
55672,65-74,2760.0,Female
55673,65-74,11580.0,Joint
55674,25-34,4800.0,Sex Not Available
55675,25-34,1920.0,Sex Not Available
55676,<25,2760.0,Male
55677,35-44,12180.0,Joint
55678,55-64,2280.0,Sex Not Available
55679,25-34,7500.0,Joint
55680,45-54,9780.0,Female
55681,45-54,6360.0,Sex Not Available
55682,55-64,7200.0,Joint
55683,45-54,2220.0,Male
55684,55-64,4380.0,Female
55685,25-34,18180.0,Male
55686,45-54,10500.0,Joint
55687,25-34,7860.0,Female
55688,25-34,21840.0,Joint
55689,65-74,3480.0,Sex Not Available
55690,45-54,12720.0,Joint
55691,35-44,3420.0,Male
55692,45-54,8640.0,Female
55693,35-44,8940.0,Joint
55694,55-64,2580.0,Joint
55695,55-64,3900.0,Male
55696,45-54,9540.0,Male
55697,65-74,2460.0,Joint
55698,45-54,1860.0,Sex Not Available
55699,25-34,12420.0,Male
55700,25-34,19680.0,Male
55703,55-64,9480.0,Female
55704,25-34,7500.0,Female
55705,55-64,13980.0,Male
55707,65-74,1860.0,Female
55708,35-44,7500.0,Male
55710,35-44,6540.0,Male
55711,55-64,5760.0,Female
55712,55-64,11580.0,Sex Not Available
55713,65-74,9480.0,Male
55714,55-64,3120.0,Joint
55715,45-54,3960.0,Sex Not Available
55716,35-44,6420.0,Male
55717,45-54,5580.0,Male
55718,35-44,9960.0,Male
55719,25-34,6840.0,Male
55720,45-54,9000.0,Female
55721,55-64,20100.0,Male
55722,45-54,14100.0,Male
55723,35-44,7680.0,Male
55724,65-74,4500.0,Sex Not Available
55725,25-34,4260.0,Male
55726,65-74,4800.0,Male
55727,55-64,1560.0,Female
55728,45-54,6600.0,Sex Not Available
55729,55-64,1680.0,Female
55730,65-74,2280.0,Female
55731,25-34,5220.0,Sex Not Available
55732,25-34,9360.0,Joint
55733,55-64,5220.0,Sex Not Available
55734,65-74,8880.0,Joint
55735,25-34,5700.0,Joint
55736,25-34,5040.0,Male
55737,25-34,8100.0,Male
55738,55-64,4680.0,Sex Not Available
55739,65-74,4440.0,Joint
55740,45-54,6720.0,Sex Not Available
55741,25-34,2760.0,Sex Not Available
55742,65-74,3180.0,Male
55743,35-44,9000.0,Sex Not Available
55744,>74,3540.0,Sex Not Available
55745,45-54,5880.0,Male
55746,55-64,3180.0,Joint
55747,45-54,2820.0,Female
55748,35-44,7620.0,Male
55749,35-44,12600.0,Joint
55750,65-74,5880.0,Joint
55751,55-64,2820.0,Male
55752,45-54,4500.0,Sex Not Available
55753,35-44,1800.0,Female
55754,35-44,5460.0,Male
55755,55-64,3660.0,Female
55756,55-64,3900.0,Female
55757,35-44,9840.0,Joint
55758,55-64,3660.0,Female
55759,45-54,6000.0,Male
55760,65-74,1920.0,Female
55761,45-54,2100.0,Sex Not Available
55763,25-34,6420.0,Joint
55764,35-44,2400.0,Female
55765,45-54,12180.0,Sex Not Available
55766,35-44,3240.0,Male
55767,65-74,3960.0,Sex Not Available
55768,65-74,7080.0,Joint
55769,65-74,4860.0,Female
55770,55-64,2940.0,Female
55771,25-34,5160.0,Male
55773,45-54,7920.0,Joint
55774,45-54,18420.0,Male
55775,55-64,14700.0,Joint
55776,65-74,2940.0,Male
55777,55-64,7140.0,Male
55778,35-44,6240.0,Sex Not Available
55779,25-34,4620.0,Male
55780,55-64,7620.0,Male
55781,65-74,2640.0,Female
55782,55-64,6900.0,Sex Not Available
55784,65-74,2100.0,Joint
55785,35-44,4620.0,Sex Not Available
55786,65-74,6240.0,Male
55787,55-64,5940.0,Joint
55788,55-64,4080.0,Male
55789,55-64,11700.0,Male
55790,35-44,9240.0,Joint
55791,65-74,6360.0,Joint
55792,45-54,3840.0,Female
55793,45-54,13500.0,Joint
55794,55-64,2880.0,Sex Not Available
55795,35-44,3660.0,Sex Not Available
55796,35-44,12540.0,Joint
55797,>74,2400.0,Sex Not Available
55798,65-74,6600.0,Male
55799,55-64,5640.0,Sex Not Available
55800,45-54,4680.0,Female
55801,35-44,10380.0,Sex Not Available
55802,35-44,5880.0,Male
55804,65-74,8220.0,Joint
55805,45-54,8940.0,Sex Not Available
55807,45-54,11580.0,Male
55808,65-74,4320.0,Sex Not Available
55809,35-44,7500.0,Male
55810,35-44,6360.0,Sex Not Available
55813,>74,2340.0,Sex Not Available
55814,65-74,6720.0,Male
55815,45-54,7260.0,Sex Not Available
55816,45-54,12060.0,Joint
55817,65-74,10260.0,Joint
55818,45-54,6960.0,Female
55819,65-74,5760.0,Male
55820,65-74,3180.0,Sex Not Available
55821,65-74,1680.0,Sex Not Available
55822,>74,3240.0,Male
55823,65-74,7920.0,Male
55824,55-64,3000.0,Male
55826,65-74,6180.0,Sex Not Available
55827,45-54,11100.0,Joint
55828,55-64,50700.0,Male
55829,55-64,4560.0,Sex Not Available
55830,25-34,5100.0,Male
55831,35-44,2760.0,Female
55832,25-34,9120.0,Joint
55833,35-44,5640.0,Male
55834,45-54,5580.0,Sex Not Available
55835,45-54,6240.0,Joint
55836,>74,4260.0,Female
55837,25-34,7500.0,Joint
55838,55-64,5700.0,Joint
55839,55-64,7440.0,Sex Not Available
55840,65-74,7080.0,Joint
55841,55-64,3480.0,Female
55842,25-34,2040.0,Joint
55843,45-54,7800.0,Female
55844,35-44,3480.0,Sex Not Available
55845,55-64,2760.0,Sex Not Available
55846,45-54,7620.0,Sex Not Available
55847,25-34,4800.0,Joint
55848,65-74,1980.0,Male
55849,25-34,7440.0,Sex Not Available
55850,25-34,4620.0,Sex Not Available
55851,65-74,8160.0,Male
55852,25-34,5820.0,Joint
55853,55-64,4740.0,Sex Not Available
55854,55-64,10860.0,Joint
55855,25-34,3300.0,Male
55856,35-44,9480.0,Male
55857,35-44,6480.0,Sex Not Available
55858,65-74,6540.0,Female
55859,65-74,900.0,Female
55860,45-54,5040.0,Male
55861,35-44,8100.0,Male
55862,35-44,7500.0,Sex Not Available
55863,55-64,57660.0,Male
55864,45-54,1020.0,Sex Not Available
55865,35-44,1980.0,Joint
55866,45-54,5760.0,Sex Not Available
55867,25-34,6000.0,Female
55868,35-44,8280.0,Female
55869,55-64,8460.0,Female
55870,55-64,7620.0,Female
55872,45-54,3600.0,Male
55873,25-34,10680.0,Joint
55874,55-64,3060.0,Female
55875,55-64,6660.0,Female
55876,35-44,10860.0,Joint
55877,25-34,8160.0,Joint
55878,35-44,26880.0,Sex Not Available
55879,55-64,3120.0,Male
55880,35-44,6900.0,Male
55881,25-34,6120.0,Female
55882,35-44,6180.0,Male
55883,25-34,6180.0,Male
55884,65-74,9660.0,Joint
55886,35-44,9000.0,Sex Not Available
55888,45-54,5640.0,Male
55889,45-54,6000.0,Sex Not Available
55890,35-44,9360.0,Female
55891,35-44,16260.0,Joint
55892,65-74,3960.0,Joint
55893,45-54,7080.0,Male
55894,>74,3900.0,Joint
55895,65-74,1620.0,Sex Not Available
55896,35-44,8400.0,Joint
55897,45-54,3900.0,Female
55898,35-44,6300.0,Female
55899,35-44,3180.0,Sex Not Available
55900,65-74,6360.0,Sex Not Available
55901,>74,4800.0,Male
55902,25-34,3000.0,Male
55903,45-54,12000.0,Sex Not Available
55904,65-74,3120.0,Female
55905,35-44,9900.0,Male
55906,25-34,10200.0,Male
55907,35-44,7680.0,Male
55908,35-44,12900.0,Female
55909,35-44,4440.0,Joint
55910,25-34,6540.0,Sex Not Available
55911,35-44,3840.0,Joint
55912,45-54,11280.0,Joint
55913,35-44,6540.0,Male
55914,25-34,12540.0,Male
55915,65-74,12000.0,Male
55916,<25,2040.0,Sex Not Available
55917,25-34,5220.0,Sex Not Available
55918,45-54,9360.0,Sex Not Available
55919,65-74,4380.0,Sex Not Available
55920,55-64,5760.0,Female
55921,45-54,9900.0,Male
55922,45-54,7260.0,Joint
55923,45-54,2520.0,Female
55924,25-34,4260.0,Male
55925,>74,2760.0,Female
55926,45-54,10620.0,Sex Not Available
55927,55-64,6060.0,Joint
55928,>74,4260.0,Joint
55929,55-64,3960.0,Joint
55930,45-54,14760.0,Male
55931,35-44,4860.0,Male
55932,45-54,5940.0,Male
55933,45-54,13620.0,Sex Not Available
55934,55-64,10800.0,Sex Not Available
55935,35-44,8400.0,Sex Not Available
55936,65-74,8820.0,Male
55937,45-54,75420.0,Female
55938,45-54,4680.0,Sex Not Available
55939,45-54,16080.0,Male
55941,45-54,6360.0,Female
55942,45-54,11940.0,Joint
55943,55-64,5700.0,Sex Not Available
55944,35-44,3240.0,Male
55945,<25,10560.0,Joint
55946,55-64,18780.0,Joint
55947,35-44,8520.0,Male
55948,55-64,1740.0,Male
55949,55-64,1860.0,Sex Not Available
55950,65-74,4200.0,Female
55951,65-74,3360.0,Male
55952,55-64,9360.0,Joint
55953,55-64,5040.0,Joint
55954,35-44,6840.0,Male
55955,65-74,6000.0,Joint
55956,45-54,3000.0,Female
55957,55-64,1860.0,Sex Not Available
55958,65-74,4800.0,Sex Not Available
55959,45-54,14040.0,Sex Not Available
55960,35-44,9180.0,Sex Not Available
55962,35-44,4680.0,Male
55963,35-44,6360.0,Female
55965,35-44,10380.0,Male
55966,45-54,4440.0,Female
55967,25-34,3300.0,Joint
55968,65-74,7620.0,Male
55970,65-74,2160.0,Female
55971,25-34,3360.0,Male
55972,45-54,5100.0,Male
55973,45-54,9960.0,Male
55974,65-74,2460.0,Female
55975,55-64,6900.0,Female
55976,35-44,9540.0,Joint
55977,25-34,9000.0,Female
55979,35-44,3720.0,Female
55980,45-54,9600.0,Male
55981,35-44,3060.0,Female
55982,55-64,8520.0,Sex Not Available
55983,55-64,1980.0,Sex Not Available
55985,65-74,4620.0,Sex Not Available
55986,65-74,2940.0,Sex Not Available
55987,55-64,4800.0,Male
55988,35-44,5400.0,Male
55989,35-44,4740.0,Sex Not Available
55990,65-74,5400.0,Male
55991,45-54,14400.0,Joint
55992,45-54,4620.0,Male
55993,55-64,9240.0,Female
55994,25-34,3780.0,Female
55995,>74,4920.0,Male
55996,65-74,3300.0,Joint
55997,25-34,4980.0,Male
55999,55-64,11880.0,Sex Not Available
56000,45-54,29820.0,Joint
56001,>74,8340.0,Sex Not Available
56002,45-54,9900.0,Female
56003,65-74,53460.0,Male
56004,35-44,2820.0,Female
56005,45-54,23520.0,Joint
56007,35-44,4680.0,Female
56009,35-44,18000.0,Male
56010,25-34,4440.0,Male
56011,25-34,5820.0,Male
56012,25-34,4140.0,Joint
56013,35-44,6840.0,Joint
56014,55-64,5820.0,Female
56015,55-64,8040.0,Male
56016,45-54,5520.0,Joint
56017,65-74,19140.0,Sex Not Available
56018,25-34,3720.0,Female
56019,45-54,3120.0,Sex Not Available
56021,55-64,3180.0,Male
56022,65-74,1860.0,Female
56023,35-44,8280.0,Sex Not Available
56024,>74,4740.0,Male
56025,55-64,10620.0,Female
56026,45-54,5700.0,Sex Not Available
56027,65-74,5700.0,Joint
56028,55-64,2160.0,Female
56029,25-34,4200.0,Male
56030,55-64,8700.0,Female
56031,55-64,3060.0,Sex Not Available
56032,35-44,2340.0,Male
56033,25-34,3900.0,Male
56034,45-54,7080.0,Joint
56035,25-34,4680.0,Sex Not Available
56036,55-64,12300.0,Joint
56037,35-44,5400.0,Sex Not Available
56038,65-74,5580.0,Female
56039,45-54,3960.0,Female
56040,45-54,4740.0,Female
56041,35-44,6060.0,Sex Not Available
56042,35-44,9900.0,Sex Not Available
56043,35-44,18240.0,Male
56044,55-64,9360.0,Joint
56045,55-64,4080.0,Sex Not Available
56046,>74,3960.0,Male
56048,45-54,2520.0,Joint
56049,55-64,4440.0,Joint
56050,25-34,4320.0,Male
56052,45-54,2700.0,Female
56054,55-64,9600.0,Joint
56055,65-74,9000.0,Sex Not Available
56056,45-54,3240.0,Sex Not Available
56057,45-54,5160.0,Female
56058,55-64,4380.0,Sex Not Available
56060,65-74,2940.0,Sex Not Available
56061,35-44,8220.0,Joint
56062,55-64,7020.0,Male
56063,65-74,1800.0,Male
56064,65-74,12240.0,Joint
56065,55-64,2280.0,Sex Not Available
56066,25-34,3240.0,Joint
56067,55-64,4020.0,Female
56068,35-44,10620.0,Male
56069,25-34,960.0,Female
56070,45-54,14940.0,Joint
56071,55-64,4200.0,Male
56072,35-44,11160.0,Joint
56073,35-44,10440.0,Sex Not Available
56074,35-44,7380.0,Joint
56075,45-54,8700.0,Joint
56076,45-54,4380.0,Female
56077,55-64,5520.0,Female
56078,55-64,4740.0,Female
56079,45-54,5700.0,Male
56080,45-54,180.0,Joint
56081,25-34,8520.0,Sex Not Available
56082,55-64,4440.0,Female
56083,35-44,11040.0,Joint
56084,55-64,5400.0,Female
56085,25-34,7080.0,Sex Not Available
56086,>74,2340.0,Joint
56087,65-74,2700.0,Joint
56088,35-44,6300.0,Joint
56089,45-54,8820.0,Female
56090,25-34,4860.0,Male
56091,55-64,2760.0,Sex Not Available
56092,35-44,14580.0,Male
56093,25-34,5400.0,Male
56094,35-44,14820.0,Male
56095,35-44,7800.0,Female
56096,35-44,2640.0,Joint
56098,35-44,10020.0,Female
56099,65-74,3300.0,Sex Not Available
56100,65-74,5700.0,Male
56101,55-64,14880.0,Joint
56102,55-64,6600.0,Sex Not Available
56103,45-54,4200.0,Sex Not Available
56104,25-34,11640.0,Joint
56105,45-54,4140.0,Male
56106,45-54,8700.0,Joint
56107,25-34,17520.0,Joint
56109,35-44,8280.0,Male
56110,55-64,3180.0,Female
56111,45-54,4260.0,Female
56112,55-64,3720.0,Sex Not Available
56113,>74,2760.0,Sex Not Available
56114,45-54,5520.0,Sex Not Available
56115,>74,2280.0,Joint
56116,55-64,4200.0,Sex Not Available
56117,45-54,4860.0,Female
56119,35-44,15840.0,Joint
56120,55-64,9360.0,Sex Not Available
56121,35-44,7020.0,Male
56122,35-44,9960.0,Male
56123,45-54,4500.0,Female
56124,45-54,5040.0,Female
56125,45-54,11040.0,Joint
56126,45-54,5520.0,Female
56127,55-64,6780.0,Joint
56129,<25,2100.0,Male
56130,55-64,9480.0,Female
56131,25-34,10920.0,Joint
56132,55-64,4920.0,Sex Not Available
56133,35-44,4200.0,Sex Not Available
56134,55-64,5580.0,Sex Not Available
56135,55-64,19260.0,Joint
56136,45-54,3480.0,Male
56137,45-54,6180.0,Sex Not Available
56138,45-54,2040.0,Female
56139,35-44,8760.0,Male
56140,45-54,12180.0,Male
56141,35-44,23880.0,Joint
56142,35-44,4380.0,Sex Not Available
56144,65-74,3780.0,Joint
56145,55-64,8340.0,Female
56147,45-54,13860.0,Joint
56148,35-44,9480.0,Joint
56149,55-64,8700.0,Male
56150,35-44,4020.0,Joint
56151,35-44,7200.0,Male
56152,35-44,7140.0,Joint
56153,65-74,6360.0,Male
56154,35-44,8640.0,Female
56155,45-54,5700.0,Female
56157,65-74,6240.0,Joint
56158,55-64,6960.0,Sex Not Available
56159,55-64,3600.0,Male
56160,25-34,3900.0,Joint
56161,65-74,2100.0,Sex Not Available
56162,55-64,9000.0,Female
56163,>74,4680.0,Joint
56164,35-44,5100.0,Male
56165,35-44,3840.0,Sex Not Available
56166,45-54,13380.0,Joint
56167,25-34,10260.0,Joint
56168,55-64,7500.0,Joint
56169,45-54,6240.0,Joint
56170,65-74,7560.0,Female
56171,35-44,5820.0,Joint
56172,65-74,4560.0,Sex Not Available
56173,35-44,3180.0,Male
56174,25-34,5280.0,Sex Not Available
56175,45-54,9060.0,Joint
56176,55-64,16080.0,Sex Not Available
56177,45-54,10380.0,Joint
56178,25-34,7320.0,Male
56180,65-74,2760.0,Joint
56181,35-44,12360.0,Joint
56182,>74,6240.0,Female
56183,65-74,4800.0,Joint
56184,65-74,14160.0,Joint
56185,65-74,5280.0,Sex Not Available
56186,<25,3600.0,Male
56187,25-34,9180.0,Male
56188,45-54,1800.0,Female
56189,25-34,3720.0,Female
56190,35-44,10260.0,Joint
56191,45-54,8520.0,Joint
56193,55-64,6720.0,Sex Not Available
56194,55-64,3960.0,Male
56195,55-64,4200.0,Male
56196,25-34,5580.0,Female
56197,65-74,9480.0,Joint
56198,55-64,1020.0,Female
56200,65-74,9660.0,Male
56201,45-54,8280.0,Joint
56202,45-54,7800.0,Female
56203,65-74,7260.0,Sex Not Available
56204,<25,7140.0,Male
56205,45-54,8100.0,Male
56206,55-64,10200.0,Female
56207,25-34,7260.0,Male
56208,>74,4140.0,Sex Not Available
56209,35-44,12540.0,Joint
56211,35-44,3480.0,Female
56212,55-64,11280.0,Sex Not Available
56213,45-54,8700.0,Female
56214,45-54,10680.0,Joint
56215,65-74,3000.0,Female
56216,55-64,7920.0,Female
56217,65-74,7080.0,Sex Not Available
56218,25-34,10440.0,Joint
56219,35-44,5880.0,Male
56220,45-54,10440.0,Male
56222,35-44,5040.0,Female
56223,65-74,4020.0,Joint
56224,65-74,1440.0,Female
56225,45-54,7080.0,Male
56226,>74,1920.0,Sex Not Available
56227,45-54,7500.0,Sex Not Available
56228,45-54,3900.0,Joint
56229,45-54,2700.0,Female
56231,45-54,8040.0,Male
56232,45-54,5160.0,Female
56233,35-44,4320.0,Male
56234,65-74,13620.0,Sex Not Available
56235,65-74,10200.0,Male
56236,>74,1200.0,Female
56237,45-54,8700.0,Male
56238,65-74,5280.0,Joint
56239,55-64,4020.0,Male
56240,45-54,2580.0,Joint
56241,45-54,5520.0,Sex Not Available
56242,<25,3780.0,Male
56243,>74,10320.0,Sex Not Available
56244,45-54,2340.0,Female
56245,55-64,10680.0,Male
56246,65-74,7320.0,Female
56247,55-64,5160.0,Female
56248,45-54,4440.0,Joint
56249,>74,1200.0,Female
56250,>74,1920.0,Sex Not Available
56251,55-64,5940.0,Male
56252,25-34,3480.0,Female
56253,45-54,14700.0,Sex Not Available
56254,45-54,9540.0,Sex Not Available
56255,55-64,2520.0,Sex Not Available
56257,35-44,9660.0,Joint
56258,<25,7740.0,Joint
56259,55-64,1440.0,Male
56260,45-54,8040.0,Sex Not Available
56261,65-74,7020.0,Female
56262,45-54,7020.0,Male
56263,35-44,5700.0,Joint
56264,35-44,8460.0,Joint
56265,35-44,8640.0,Joint
56266,25-34,6240.0,Sex Not Available
56267,25-34,4140.0,Female
56268,35-44,2220.0,Sex Not Available
56269,65-74,6060.0,Female
56270,35-44,5760.0,Male
56271,<25,8940.0,Joint
56272,<25,2160.0,Male
56273,55-64,9060.0,Sex Not Available
56274,45-54,10800.0,Male
56275,45-54,4080.0,Sex Not Available
56276,65-74,5220.0,Female
56277,65-74,3660.0,Female
56278,65-74,3420.0,Sex Not Available
56279,35-44,14940.0,Sex Not Available
56280,35-44,3120.0,Male
56281,>74,7260.0,Joint
56282,>74,3480.0,Joint
56283,35-44,2880.0,Female
56284,55-64,2880.0,Female
56285,35-44,3180.0,Male
56286,55-64,13080.0,Male
56287,45-54,5760.0,Sex Not Available
56288,35-44,4020.0,Joint
56290,65-74,9840.0,Female
56291,35-44,3960.0,Male
56292,65-74,3660.0,Joint
56293,65-74,2220.0,Male
56294,65-74,4620.0,Female
56295,45-54,5400.0,Male
56296,25-34,7800.0,Sex Not Available
56297,55-64,28020.0,Sex Not Available
56299,55-64,11700.0,Joint
56300,45-54,12300.0,Male
56301,55-64,1740.0,Male
56302,55-64,8220.0,Female
56303,>74,2100.0,Sex Not Available
56304,55-64,7200.0,Joint
56305,45-54,7440.0,Sex Not Available
56306,45-54,3480.0,Female
56307,25-34,4140.0,Joint
56308,45-54,6000.0,Sex Not Available
56309,45-54,9600.0,Male
56310,45-54,5940.0,Joint
56311,>74,2760.0,Sex Not Available
56312,35-44,5820.0,Female
56314,25-34,15360.0,Male
56315,55-64,5400.0,Male
56316,<25,5400.0,Joint
56318,35-44,3840.0,Sex Not Available
56319,45-54,12720.0,Joint
56320,35-44,6060.0,Female
56321,45-54,4080.0,Sex Not Available
56322,25-34,2040.0,Male
56323,>74,2700.0,Joint
56324,55-64,3420.0,Male
56325,55-64,5280.0,Sex Not Available
56326,55-64,1500.0,Female
56327,45-54,9240.0,Female
56328,55-64,6000.0,Sex Not Available
56329,55-64,3180.0,Sex Not Available
56330,25-34,2640.0,Sex Not Available
56331,45-54,8220.0,Female
56332,55-64,9180.0,Male
56333,65-74,4380.0,Sex Not Available
56334,35-44,14460.0,Joint
56335,55-64,9960.0,Sex Not Available
56336,25-34,6720.0,Female
56337,65-74,4380.0,Sex Not Available
56338,45-54,50340.0,Sex Not Available
56340,45-54,5640.0,Joint
56341,25-34,4320.0,Sex Not Available
56342,55-64,4320.0,Male
56343,45-54,8400.0,Male
56344,45-54,10200.0,Joint
56345,25-34,5460.0,Joint
56346,65-74,3060.0,Joint
56347,55-64,1920.0,Male
56348,45-54,8160.0,Joint
56349,55-64,2400.0,Sex Not Available
56350,35-44,4800.0,Sex Not Available
56351,25-34,11340.0,Joint
56352,25-34,13680.0,Joint
56353,45-54,10980.0,Joint
56354,25-34,7380.0,Male
56355,25-34,8400.0,Male
56356,>74,6000.0,Male
56357,35-44,10800.0,Joint
56358,45-54,5460.0,Male
56359,35-44,3600.0,Male
56360,45-54,6000.0,Joint
56361,65-74,10260.0,Joint
56362,45-54,5040.0,Female
56363,>74,5100.0,Joint
56364,25-34,4800.0,Joint
56365,>74,2040.0,Sex Not Available
56366,35-44,9900.0,Male
56367,35-44,7800.0,Sex Not Available
56368,55-64,2220.0,Female
56369,25-34,7080.0,Male
56370,35-44,11940.0,Joint
56371,65-74,6000.0,Male
56372,55-64,4740.0,Female
56373,45-54,7440.0,Male
56374,>74,3120.0,Male
56375,65-74,5820.0,Male
56376,55-64,4980.0,Sex Not Available
56377,55-64,5940.0,Joint
56378,45-54,25200.0,Male
56379,65-74,3240.0,Joint
56380,35-44,4080.0,Joint
56381,45-54,9300.0,Joint
56382,25-34,4200.0,Joint
56383,45-54,14100.0,Sex Not Available
56384,25-34,3960.0,Male
56385,35-44,20040.0,Joint
56386,35-44,23280.0,Female
56387,55-64,6240.0,Male
56388,65-74,4680.0,Joint
56389,65-74,3900.0,Female
56391,25-34,13680.0,Joint
56392,35-44,3900.0,Female
56393,45-54,2940.0,Joint
56394,25-34,3000.0,Sex Not Available
56395,65-74,2040.0,Male
56396,45-54,5880.0,Joint
56397,35-44,12540.0,Male
56398,45-54,9360.0,Joint
56399,35-44,2760.0,Joint
56400,55-64,2400.0,Female
56401,45-54,6540.0,Female
56402,35-44,8100.0,Sex Not Available
56403,55-64,8040.0,Female
56404,25-34,3660.0,Male
56405,35-44,5940.0,Male
56406,45-54,10500.0,Female
56407,35-44,2820.0,Male
56408,55-64,3420.0,Female
56409,55-64,2880.0,Sex Not Available
56410,35-44,7560.0,Sex Not Available
56411,45-54,13800.0,Sex Not Available
56412,65-74,3540.0,Female
56413,55-64,6180.0,Male
56414,25-34,6840.0,Male
56415,25-34,7500.0,Female
56416,65-74,2760.0,Sex Not Available
56417,35-44,3000.0,Sex Not Available
56418,35-44,4020.0,Joint
56419,35-44,36780.0,Joint
56420,45-54,14220.0,Joint
56421,55-64,8700.0,Sex Not Available
56422,65-74,5160.0,Joint
56423,35-44,6240.0,Male
56424,35-44,7860.0,Male
56425,45-54,4740.0,Joint
56426,45-54,4140.0,Sex Not Available
56427,45-54,171420.0,Male
56428,55-64,2220.0,Female
56429,25-34,7020.0,Male
56430,65-74,4860.0,Female
56431,45-54,8760.0,Joint
56432,45-54,15960.0,Male
56433,65-74,9000.0,Sex Not Available
56434,55-64,5580.0,Sex Not Available
56435,25-34,2640.0,Male
56436,65-74,4440.0,Female
56437,35-44,7020.0,Female
56438,35-44,7800.0,Male
56439,<25,8700.0,Male
56440,35-44,8160.0,Male
56441,25-34,3600.0,Male
56442,35-44,11640.0,Sex Not Available
56443,35-44,5760.0,Sex Not Available
56444,65-74,38880.0,Joint
56445,65-74,1800.0,Female
56446,65-74,4020.0,Joint
56447,45-54,5400.0,Male
56449,65-74,6300.0,Joint
56450,35-44,9000.0,Female
56451,25-34,4740.0,Joint
56452,65-74,3600.0,Female
56453,35-44,3060.0,Female
56454,55-64,8220.0,Sex Not Available
56455,35-44,5880.0,Female
56456,25-34,12300.0,Male
56457,65-74,5520.0,Joint
56458,35-44,7080.0,Female
56459,>74,1380.0,Male
56460,55-64,4320.0,Female
56461,45-54,5220.0,Joint
56462,45-54,3000.0,Male
56464,45-54,1680.0,Female
56465,25-34,11100.0,Sex Not Available
56466,35-44,8400.0,Male
56467,35-44,9420.0,Joint
56468,35-44,7260.0,Male
56469,55-64,5640.0,Sex Not Available
56470,65-74,7620.0,Joint
56472,45-54,6240.0,Joint
56473,35-44,6720.0,Female
56474,25-34,4620.0,Male
56475,45-54,19260.0,Male
56476,25-34,2340.0,Joint
56477,65-74,8160.0,Joint
56478,25-34,10980.0,Joint
56479,35-44,13080.0,Joint
56481,45-54,2280.0,Joint
56482,55-64,4080.0,Sex Not Available
56483,65-74,9900.0,Male
56484,65-74,2460.0,Female
56485,25-34,1980.0,Female
56486,65-74,3180.0,Joint
56487,45-54,4380.0,Female
56488,35-44,13980.0,Male
56489,45-54,4920.0,Joint
56490,45-54,3900.0,Female
56491,55-64,9840.0,Sex Not Available
56492,35-44,6780.0,Joint
56493,45-54,2580.0,Joint
56494,45-54,4800.0,Sex Not Available
56495,55-64,13680.0,Joint
56496,55-64,4740.0,Joint
56499,65-74,9960.0,Female
56500,55-64,6720.0,Joint
56501,35-44,6960.0,Sex Not Available
56502,55-64,5400.0,Joint
56503,45-54,6420.0,Sex Not Available
56504,35-44,6720.0,Male
56505,65-74,1920.0,Sex Not Available
56506,55-64,4860.0,Joint
56507,55-64,5280.0,Male
56508,65-74,2040.0,Female
56509,25-34,7980.0,Joint
56510,45-54,9000.0,Female
56511,65-74,8760.0,Joint
56512,45-54,7980.0,Joint
56513,35-44,3720.0,Male
56514,35-44,1800.0,Female
56515,45-54,11520.0,Female
56516,65-74,6240.0,Sex Not Available
56517,45-54,3360.0,Male
56518,55-64,9000.0,Male
56519,55-64,9240.0,Male
56520,35-44,5700.0,Joint
56521,55-64,4740.0,Male
56522,35-44,4260.0,Joint
56523,<25,2400.0,Male
56524,65-74,4920.0,Male
56525,55-64,3360.0,Joint
56526,65-74,8520.0,Joint
56527,65-74,17580.0,Male
56529,35-44,4920.0,Male
56530,25-34,2700.0,Sex Not Available
56531,55-64,5160.0,Female
56532,45-54,6720.0,Female
56533,45-54,2880.0,Female
56534,65-74,9780.0,Male
56535,55-64,4800.0,Male
56536,25-34,9480.0,Male
56537,25-34,11460.0,Sex Not Available
56538,55-64,6900.0,Sex Not Available
56539,45-54,8700.0,Male
